class_gt,class_pred,smiles
1.7.9,10.1.2,CC(O)CO.CCCCC.O=Cc1c2ccccc2c(Cl)c2ccccc12>>CC(O)COc1c2ccccc2c(C=O)c2ccccc12
1.7.9,1.6.2,C#CC(O)CCC.CCOCCBr>>C#CC(CCC)OCCOCC
10.1.2,1.6.4,CCCCCC.CCOC(C)=O.Cc1ccccc1.ClCc1ccc(Cl)cc1.O.OCc1nn(Cc2ccccc2)c2ccccc12.[H-].[Na+]>>OCc1nn(Cc2ccc(Cl)cc2)c2ccccc12
2.1.2,10.1.2,CCOC(C)=O.COC(=O)c1sc(-c2ccccc2)cc1NC1CCC2(CC1)OCCO2.C[C@@H]1CC[C@@H](C(=O)O)CC1.ClCCCl.O=C([O-])O.O=C1CCC(=O)N1Cl.[Na+].c1ccc(P(c2ccccc2)c2ccccc2)cc1>>COC(=O)c1sc(-c2ccccc2)cc1N(C(=O)[C@@H]1CC[C@@H](C)CC1)C1CCC2(CC1)OCCO2
2.1.1,10.4.2,C1CCOC1.CC(=O)OC1NC(=O)C1CCCNC(=NC(=O)OCc1ccccc1)NC(=O)OCc1ccccc1.CC(C)(C)C(=O)Cl.C[Si](C)(C)[N-][Si](C)(C)C.[Na+]>>CC(=O)OC1C(CCCNC(=NC(=O)OCc2ccccc2)NC(=O)OCc2ccccc2)C(=O)N1C(=O)C(C)(C)C
6.2.2,6.3.1,COC(=O)CC(C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O.C[C@H](N)C(=O)OCc1ccccc1.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1>>CC(CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
1.7.4,6.3.7,CC(=O)O.Nc1cccc(O)n1.Nc1nc(O)ccc1Br.O.[Br]>>COc1ccc(Br)c(N)n1
1.2.4,10.4.2,C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.COS(=O)(=O)OC.O=C1NCC(CN2C(=O)C3(COc4cc5c(cc43)OCO5)c3ccccc32)O1.[Br-].[Na+].[OH-]>>CN1CC(CN2C(=O)C3(COc4cc5c(cc43)OCO5)c3ccccc32)OC1=O
1.3.7,1.2.4,CN(C)C=O.COCCN1C(=O)C(Cl)=C(c2ccccc2)C1=O.COc1ccc(N)cc1>>COCCN1C(=O)C(Nc2ccc(OC)cc2)=C(c2ccccc2)C1=O
3.1.1,10.1.2,Brc1cncs1.C1CCOC1.CC(=O)[O-].CC(=O)[O-].CC1(C)OB(c2cc(Br)cc(Nc3nccc(C(F)(F)F)n3)c2)OC1(C)C.CCCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2.CCOC(C)=O.O.[F-].[K+].[Pd+2]>>FC(F)(F)c1ccnc(Nc2cc(Br)cc(-c3cncs3)c2)n1
10.4.2,1.2.4,CC(C)(C)OC(=O)N1CCN2C(=O)c3c(cccc3C(F)(F)F)[C@H]2C1.CI.CN(C)C=O.[H-].[Na+]>>CC(C)(C)OC(=O)N1CCN2C(=O)c3c(C(F)(F)F)cccc3C2(C)C1
1.7.9,8.1.5,ClC(c1cccs1)c1cccs1.O=[N+]([O-])c1ccccc1OCCCN1CCC(O)CC1>>O=[N+]([O-])c1ccccc1OCCCN1CCC(OC(c2cccs2)c2cccs2)CC1
2.1.1,6.3.7,COCCOC.COc1cc(OC)c2c(ccn2Cc2ccc(Cl)cc2)c1.NC1=CC(=O)SC1.O.O=C(Cl)C(=O)c1cn(Cc2ccc(Cl)cc2)c2ccccc12.O=C([O-])[O-].[K+].[K+]>>O=C1C=C(NC(=O)C(=O)c2cn(Cc3ccc(Cl)cc3)c3ccccc23)CS1
10.4.2,1.3.7,C(=C/c1nc2ccccc2n1-c1ccccn1)\c1ccccc1.CO.Cc1cccnc1Cl.Cl>>Cc1cccnc1-n1c(/C=C/c2ccccc2)nc2ccccc21.Cl
2.1.2,1.6.4,CCN(CC)CC.CCOC(C)=O.CN(C)C=O.COc1cc(C2CC(=O)NC(C)=C2C(=O)O)ccc1Cl.Cc1n[nH]c2ccc(N)cc12.Cl.ClCCCl>>COc1cc(C2CC(=O)NC(C)=C2C(=O)Nc2ccc3[nH]nc(C)c3c2)ccc1Cl
1.7.9,8.1.5,CO.O=C1CCCCC1Cl>>COC1CCCCC1=O
2.1.2,1.2.5,COc1cccc2c(Nc3ccc(C(=O)NC4CCN(Cc5ccccc5)CC4)cc3)c(C(=O)O)cnc12.NC1CCN(CCc2ccccc2)CC1.O=C1CCN(CCc2ccccc2)CC1>>COc1cccc2c(Nc3ccc(C(=O)NC4CCN(Cc5ccccc5)CC4)cc3)c(C(=O)NC3CCN(CCc4ccccc4)CC3)cnc12
1.6.2,1.6.8,C1COCCO1.CN(C)CCN.COC(=O)c1cccc2[nH]ccc12.CS(C)=O.Fc1ccc(Br)cc1.I[Cu]I.O=C(O)[C@@H]1CCCN1.O=P([O-])([O-])[O-].[K+].[K+].[K+]>>COC(=O)c1cccc2c1ccn2-c1ccc(F)cc1
1.7.9,1.3.6,Brc1ccsc1.OCCO.[I-].[K+].[Na]>>OCCOc1ccsc1
10.4.2,10.1.2,CC1C(C(=O)OC(C)(C)C)C1(Cl)Cl.CCC1(C)C(C(=O)OC(C)(C)C)C1(Cl)Cl.CCC1(CC)C(C(=O)OC(C)(C)C)C1(Cl)Cl.CCCC1(CCC)C(C(=O)OC(C)(C)C)C1(Cl)Cl>>CC(C)(C)OC(=O)C1C(C)(C)C1(Cl)Cl.CCC1(CC)C(C(=O)OC(C)(C)C)C1(Cl)Cl
1.7.9,6.3.7,Cc1cc(C)c(O)c(C)c1.Cc1ccccc1.Clc1nc(Cl)nc(Cl)n1>>Cc1cc(C)c(Oc2nc(Cl)nc(Cl)n2)c(C)c1
1.7.9,1.6.4,CC(C)(C)OC(=O)N[C@H](Cc1cc(F)ccc1F)[C@@H](O)CCl.CCO.[K+].[OH-]>>CC(C)(C)OC(=O)N[C@H](Cc1cc(F)ccc1F)[C@@H]1CO1
10.4.2,2.6.3,CC1(C)CC(O)CC(C)(C)N1O.CCCCCCC.CCOC(C)=O.CS(C)=O.O.O.O.O.O.O.O.O.O=S(=O)(O)O.OO>>CON1C(C)(C)CC(O)CC1(C)C
2.1.1,1.6.4,CN(C)C=O.O=C(Cl)c1ccc(F)cc1F.O=C([O-])[O-].[K+].[K+].c1cnc2c(c1)CNc1ccccc1N2>>O=C(c1ccc(F)cc1F)N1Cc2cccnc2Nc2ccccc21
1.7.9,1.6.2,CC#N.CC(C)(C)OC(=O)N1C2CCC(C2)C1C(=O)O.CC(C)(C)OC(=O)N1CCCC1C(=O)OCC(=O)c1ccc2c(c1)COCc1cc(C(=O)CBr)ccc1-2.CCN(CC)CC.CN(C)C=O>>CC(C)(C)OC(=O)N1CCCC1C(=O)OCC(=O)c1ccc2c(c1)COCc1cc(C(=O)COC(=O)C3C4CCC(C4)N3C(=O)OC(C)(C)C)ccc1-2
5.1.1,6.1.1,Cc1cc(C)c(S(=O)(=O)ON)c(C)c1.ClC(Cl)Cl.FC(F)(F)c1ccccn1.O=C(O)C(F)(F)F>>Cc1cc(C)c(S(=O)(=O)ONC(=O)OC(C)(C)C)c(C)c1
1.6.8,10.4.2,C1CCOC1.CI.Nc1cccc(N)n1.O.O=C([O-])[O-].[K+].[K+]>>CNc1cccc(N)n1
2.1.2,9.3.1,CC#N.CN(C)C=O.CNc1ccc(Cl)cc1Cl.ClCCl.N#Cc1ccc2c(c1)-c1sc(C(=O)O)cc1CCO2.O=C(Cl)C(=O)Cl.O=C([O-])[O-].[K+].[K+]>>CN(C(=O)c1cc2c(s1)-c1cc(C#N)ccc1OCC2)c1ccc(Cl)cc1Cl
1.6.2,1.6.4,Br.BrCc1ccccn1.COCCOc1ccc2c(c1)C1(CO2)C(=O)Nc2ccccc21.COc1ncc(CCl)cn1.O=C1Nc2ccccc2C12COc1cc3c(cc12)CCO3>>COCCOc1ccc2c(c1)C1(CO2)C(=O)N(Cc2ccccn2)c2ccccc21
2.1.2,2.1.7,CC(=O)O.CC(=O)OC(C)=O.CC1CCc2c(-c3ccc(N)cc3)ccc3c(=O)c(C(=O)O)cn1c23>>CC(=O)Nc1ccc(-c2ccc3c(=O)c(C(=O)O)cn4c3c2CCC4C)cc1.O
1.7.9,1.6.2,CCCCCCC.CCOC(C)=O.Cc1cccc(C(=CCBr)c2ccccc2)c1.O.OCCO.[Li]CCCC>>Cc1cccc(C(=CCOCCO)c2ccccc2)c1
1.6.2,1.3.6,Brc1cccc2[nH]c3c(c12)CCN(Cc1ccccc1)CC3.CC(C)(C)[O-].CCOC(C)=O.Cc1ccccc1.N=C(c1ccccc1)c1ccccc1.O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Na+].[Pd].[Pd]>>c1ccc(CN2CCc3[nH]c4cccc(N=C(c5ccccc5)c5ccccc5)c4c3CC2)cc1
2.1.2,9.3.1,CCOC(C)=O.CN(C)C=O.Cc1ccc(S(=O)(=O)n2ccc3c(NC4CCNCC4)nc(Nc4ccc(C(N)=O)cc4)nc32)cc1.ClCCl.N#CCC(=O)O.O.O=C(Cl)C(=O)Cl>>Cc1ccc(S(=O)(=O)n2ccc3c(NC4CCN(C(=O)CC#N)CC4)nc(Nc4ccc(C(N)=O)cc4)nc32)cc1
10.4.2,5.1.1,C1CCOC1.CC(C)(C)OC(=O)N1CCC(c2ccc(COc3ccc(S(C)(=O)=O)cc3)nc2)CC1.CCC(C)(C)OC(=O)OC(=O)OC(C)(C)CC.CCN(CC)CC.ClCCl.O.O=C(O)C(F)(F)F>>CCC(C)(C)OC(=O)N1CCC(c2ccc(COc3ccc(S(C)(=O)=O)cc3)nc2)CC1
1.7.9,10.1.2,CO.Cc1ccccc1.O=[N+]([O-])c1c(Cl)ccc2cccnc12.[Na]>>COc1ccc2cccnc2c1[N+](=O)[O-]
2.1.1,2.6.1,CC1CCCC(C)N1.O=C(Cl)Cl.c1ccccc1>>CC1CCCC(C)N1C(=O)Cl
1.2.4,1.3.8,CCCCCCC.CCOC(C)=O.CNCC(=O)OC.COC(=O)CNC(=O)c1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc32)cc1Cl.Cl>>COC(=O)CN(C)C(=O)c1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc32)cc1Cl
1.7.9,1.6.2,C1CCOC1.N#CCBr.OCC#CCO.[H-].[Na+]>>N#CCOCC#CCO
1.6.4,9.1.6,CCN(C(C)C)C(C)C.CN(C)C=O.CNC(=O)N1CC[NH2+]CC1.CS(C)=O.Cc1c(CCl)ccnc1Nc1ncc(C#N)s1.Cc1c(CO)ccnc1Nc1ncc(C#N)s1.ClCCl.O=P(Cl)(Cl)Cl.[Cl-]>>CNC(=O)N1CCN(Cc2ccnc(Nc3ncc(C#N)s3)c2C)CC1
1.2.1,8.1.4,C=Cc1ccc(COc2ccc(P(c3ccccc3)c3ccccc3)c(C=O)c2)cc1.CCO.Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.Cl.ClCCl.N[C@@H]1CCCC[C@H]1NCc1ccccc1P(c1ccccc1)c1ccccc1.N[C@@H]1CCCC[C@H]1NCc1ccccc1P(c1ccccc1)c1ccccc1.O=C([O-])O.[Na+].[Na+].[Na+].[O-]B([O-])O>>C=Cc1ccc(COc2ccc(P(c3ccccc3)c3ccccc3)c(CN(Cc3ccccc3P(c3ccccc3)c3ccccc3)[C@@H]3CCCC[C@H]3N)c2)cc1
1.7.9,6.2.1,CC(C)=O.CCI.Cc1nnnn1-c1ncccc1C(=O)O.O=C([O-])[O-].[K+].[K+]>>CCOC(=O)c1cccnc1-n1nnnc1C
2.1.2,2.6.1,CC(=O)Cl.CC(=O)O.CCOC(C(=O)NCc1ccc(C#N)cc1)c1c(F)ccc(CN)c1F>>CCOC(C(=O)NCc1ccc(C#N)cc1)c1c(F)ccc(CNC(C)=O)c1F
1.6.4,9.1.6,CC(Cl)c1ccc(CC(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)cc1.CN(C)C=O.NCCO>>CC(NCCO)c1ccc(CC(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)cc1.Cl
1.6.4,2.1.1,CC(C)(C)NNC(=S)c1ccccc1.Cc1cccc(C(=O)Cl)c1.Cc1ccccc1.O.[Na+].[OH-]>>Cc1cccc(C(=O)N(NC(=S)c2ccccc2)C(C)(C)C)c1
1.7.9,2.1.2,CC(C)N1CCC(NC(=O)c2cc3c(C(=O)O)cccc3n2CC(=O)Nc2ccc(Cl)cn2)CC1.CC(C)N1CCC(NC(=O)c2cc3c(C(=O)O)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1.Cc1oc(=O)oc1CCl>>Cc1oc(=O)oc1COC(=O)c1cccc2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1
2.1.2,2.1.7,CC(=O)O.CC(=O)OC(C)=O.C[C@@H]1CCCN1CCc1ccc(N)cc1.O>>CC(=O)Nc1ccc(CCN2CCC[C@H]2C)cc1
2.1.1,7.2.1,C1CCOC1.CC(C)(C)OC(=O)NC1CCCCC1C1(O)CNC1.CCN(C(C)C)C(C)C.O=C(F)c1ccc(F)c(F)c1Nc1ccc(I)cc1F>>CC(C)(C)OC(=O)NC1CCCCC1C1(O)CN(C(=O)c2ccc(F)c(F)c2Nc2ccc(I)cc2F)C1
2.1.2,9.3.1,C1CCOC1.CC#CC(=O)O.CC(=O)N(C)C.CN(C)C=O.Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(N)cn4n3)ccc2C)n(C)n1.Cl.O=C(Cl)C(=O)Cl>>CC#CC(=O)Nc1cn2nc(Oc3ccc(C)c(NC(=O)c4cc(C)nn4C)c3)ccc2n1
2.1.2,9.3.1,C1CCOC1.CC(C)(C)c1ccccc1OC1CNC1.CCN(CC)CC.CCOC(=O)CCC(=O)O.CN(C)C=O.O=C(Cl)C(=O)Cl>>CCOC(=O)CCC(=O)N1CC(Oc2ccccc2C(C)(C)C)C1
2.1.2,9.3.1,CCOC(C)=O.CNC.Cl.O.O=C(Cl)c1cccnc1SCc1ccccc1.O=C(O)c1cccnc1SCc1ccccc1.O=S(Cl)Cl>>CN(C)C(=O)c1cccnc1SCc1ccccc1
1.7.9,6.3.7,ClC(Cl)Cl.O.O=C(Sc1c(F)c(F)c(F)c(F)c1F)c1cccc(O)c1.S=C(Cl)Cl.[Na+].[OH-]>>O=C(Sc1c(F)c(F)c(F)c(F)c1F)c1cccc(OC(=S)Cl)c1
1.6.2,1.2.4,BrCCCCBr.CN(C)C=O.O.O=C1NS(=O)(=O)c2ccccc21.[Na]>>O=C1c2ccccc2S(=O)(=O)N1CCCCBr
1.6.4,1.6.2,ClCc1ccc(Cl)s1.FC(F)(F)c1ccc(CBr)o1.O=C1Nc2ccc(F)cc2C12COc1cc3c(cc12)OCO3.O=C1Nc2cccc(Br)c2C12COc1cc3c(cc12)OCO3>>O=C1N(Cc2ccc(Cl)s2)c2ccc(F)cc2C12COc1cc3c(cc12)OCO3
2.1.1,2.6.1,CC#CCOc1ccc(S(=O)(=O)N2CCNCC2C(=O)OCC)cc1.CN(C(=O)Cl)c1ccccc1>>CC#CCOc1ccc(S(=O)(=O)N2CCN(C(=O)N(C)c3ccccc3)CC2C(=O)OCC)cc1
1.6.2,1.6.4,BrCCCCOCBr.Brc1nc(Br)c(Br)[nH]1.CN(C)C=O.O.[H-].[Na+].[Na]>>BrCCCCOCn1c(Br)nc(Br)c1Br
3.1.1,3.1.5,C1COCCO1.CC(=O)[O-].CC(=O)[O-].CC(C)(C)c1ccc(Cn2ccc3cc(Br)ccc32)cc1.CCCC[N+](CCCC)(CCCC)CCCC.Cc1cccc(B(O)O)c1.O.O=C([O-])[O-].[Br-].[K+].[K+].[Pd+2]>>Cc1cccc(-c2ccc3c(ccn3Cc3ccc(C(C)(C)C)cc3)c2)c1
2.1.1,1.2.5,CC(C)=O.NCCO.O.O=C(Cl)OCC(Cl)(Cl)Cl.O=C([O-])[O-].[Na+].[Na+]>>O=C(NCCO)OCC(Cl)(Cl)Cl
7.1.1,2.1.1,N#Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1.[Fe]>>N#Cc1cc(N)cc([N+](=O)[O-])c1
1.2.4,1.6.8,C=CCOCC1(c2cccc(C#N)c2)NC(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C1=O.CI.CN(C)C=O.O=C([O-])[O-].[K+].[K+]>>C=CCOCC1(c2cccc(C#N)c2)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1C
6.2.2,6.2.1,CCO.CCOC(=O)C(CC1CCCC1)c1ccc(S(C)(=O)=O)c(Cl)c1.COC(=O)C(CC1CCCC1)c1ccc(S(C)(=O)=O)c(Cl)c1.O.[K+].[OH-]>>CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)O)cc1Cl
1.7.9,10.4.2,C1CCC2=NCCCN2CC1.CC(C)=O.CC(C)I.O=C(O)COCC#CCN1C(=O)CCC[C@@H]1/C=C/C(O)Cc1cccc(Cl)c1>>CC(C)OC(=O)COCC#CCN1C(=O)CCC[C@@H]1/C=C/C(O)Cc1cccc(Cl)c1
10.1.1,10.1.5,Br.CC(C)(C#N)N=NC(C)(C)C#N.Cc1c(Cl)ccc(Cl)c1C.Clc1ccccc1.O=S(=O)(O)O.OO>>Cc1c(Cl)ccc(Cl)c1CBr
1.7.6,6.2.2,CC(C)(C)NCC(O)COc1ccc(-c2nc(C(=O)O)c[nH]2)cc1.CO.Cl>>COC(=O)c1c[nH]c(-c2ccc(OCC(O)CNC(C)(C)C)cc2)n1
1.6.4,2.1.1,C=C1CNN(C(=O)OCc2ccccc2)C1.ClCCl.O.O.O=C(Cl)Cc1ccc(F)cc1.[Na+].[OH-]>>C=C1CN(C(=O)Cc2ccc(F)cc2)N(C(=O)OCc2ccccc2)C1
2.1.2,9.3.1,CCN(CC)CC.CN(C)C=O.ClCCl.NCc1ccc(Cl)cc1.O=C(Cl)C(=O)Cl.O=C(NCc1ccc(Cl)cc1Cl)c1cc(-c2ccncc2)n[nH]c1=O.O=C(O)c1cc(-c2ccncc2)n[nH]c1=O>>O=C(NCc1ccc(Cl)cc1)c1cc(-c2ccncc2)n[nH]c1=O
6.1.1,3.1.1,CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(NC(=O)OC(C)(C)C)cc2)cc1.Cc1ccccc1.c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(N)cc2)cc1
2.1.2,1.7.6,CCOC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1.O=C(O)[C@H]1Cc2c([nH]c3ccccc23)CN1>>CCOC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1
6.2.2,1.7.6,COC(=O)c1cc([N+](=O)[O-])ccc1-c1cc(C)ccc1OC.COc1ccc(F)cc1-c1ccc([N+](=O)[O-])cc1C(=O)O>>COc1ccc(C)cc1-c1ccc([N+](=O)[O-])cc1C(=O)O
1.7.9,1.6.4,C1CCOC1.COC(=O)C(O)c1ccc(OCc2ccc(F)cc2)cc1.COCCOCCl.O.[H-].[Na+]>>COCCOCOC(C(=O)OC)c1ccc(OCc2ccc(F)cc2)cc1
1.7.9,1.6.4,C1CCOC1.O=C(CCl)NC(CO)c1ccc(F)c(F)c1.[H-].[Na+]>>O=C1COCC(c2ccc(F)c(F)c2)N1
1.7.9,1.3.6,Cc1ccc(NC(=O)c2c(Br)sc3c2CCCC3)c(O)c1.O=C([O-])[O-].[K+].[K+]>>Cc1ccc2c(c1)Oc1sc3c(c1C(=O)N2)CCCC3
9.1.6,2.7.2,C1CCOC1.CCN(CC)CC.CCOC(C)=O.Cc1ccc(S(=O)(=O)Cl)cc1.NS(=O)(=O)c1ccc(-n2nc(CO)cc2-c2ccc(Cl)cc2)cc1.[Cl-].[Li+]>>NS(=O)(=O)c1ccc(-n2nc(CCl)cc2-c2ccc(Cl)cc2)cc1
6.3.7,10.1.2,CNC(=O)CCC(=O)c1c(OC)cccc1OC.Clc1ccccc1.[Al+3].[Cl-].[Cl-].[Cl-]>>CNC(=O)CCC(=O)c1c(O)cccc1OC
1.7.9,1.6.2,CC#N.CCN(CC)CC.CS(=O)(=O)c1ccc(C(=O)CBr)cc1.O=C(O)Cc1ccc(F)cc1>>CS(=O)(=O)c1ccc(C(=O)COC(=O)Cc2ccc(F)cc2)cc1
1.7.9,7.9.2,CC(=O)O.CCCCCCCCCCCCCCCCCCO.COCCOCCOC.O=C(O)c1ccc(Br)o1.[H-].[Na+]>>CCCCCCCCCCCCCCCCCCOc1ccc(C(=O)O)o1
10.1.1,1.3.6,CC#N.Cn1cncc1C(=O)NCCN1CCOCC1.N#CBr.[Al]>>Cn1c(C(=O)NCCN2CCOCC2)cnc1Br
2.1.1,2.1.2,C1CCOC1.CN.COc1cc2[nH]ccc(=O)c2cc1C(=O)O.COc1cc2nccc(Cl)c2cc1C(=O)Cl.O>>CNC(=O)c1cc2c(Cl)ccnc2cc1OC
1.6.4,1.7.9,CC(=O)N(C)C.CCOC(C)=O.COC(=O)c1c[nH]c2ccccc12.COc1ccc2c(Cl)ccnc2c1.O.O=C([O-])[O-].[K+].[K+]>>COC(=O)c1cn(-c2ccnc3cc(OC)ccc23)c2ccccc12
2.1.1,2.6.1,C1CCOC1.CN(C)c1ccncc1.O=C(Cl)c1ccc(F)cc1Cl.c1cnc2c(c1)CNc1ccccc1N2>>O=C(c1ccc(F)cc1Cl)N1Cc2cccnc2Nc2ccccc21
6.3.7,1.7.4,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3c(Cl)nc(-n4cnc5ccc(C#N)cc54)nc32)CC1.C[Si](C)(C)I.ClC(Cl)Cl>>Cn1c(=O)n([C@@H]2CC[C@@H](O)CC2)c2nc(-n3cnc4ccc(C#N)cc43)nc(Cl)c21
10.4.2,1.6.8,CCOC(=O)c1cccc2c1C(=O)C(c1nccn1C)C(c1ccc(F)cc1)N2.CI.CN(C)C=O.O.O=C([O-])[O-].[Cs+].[Cs+]>>CCOC(=O)c1cccc2c1C(=O)C(C)(c1nccn1C)C(c1ccc(F)cc1)N2
10.1.1,10.1.5,CC1(C)C(=O)N(Br)C(=O)N1Br.Cc1cc(C)cc(Br)c1.ClC(Cl)(Cl)Cl.O=C(OOC(=O)c1ccccc1)c1ccccc1>>Cc1cc(Br)cc(CBr)c1
2.1.2,2.1.1,CC(C)(C)NS(=O)(=O)c1ccccc1-c1ccc(N)c(F)c1.CC(C)(C)OC(=O)N1CCCC1C(=O)O.CCOCC.O=C(Cl)C(=O)Cl.c1ccncc1>>CC(C)(C)NS(=O)(=O)c1ccccc1-c1ccc(NC(=O)C2CCCN2C(=O)OC(C)(C)C)c(F)c1
1.7.9,1.3.6,CCOC(C)=O.COc1ccccc1O.Cc1ccccc1.Cl.O=C(O)c1ccccc1Br.O=C([O-])[O-].[Cs+].[Cs+]>>COc1ccccc1Oc1ccccc1C(=O)O
10.4.2,1.6.2,Cn1ccc2ccnc(Oc3ccc(N)cc3F)c21.O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2nccc3cc[nH]c23)c(F)c1>>Cn1ccc2ccnc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c21
2.1.1,7.3.1,CC#N.NCCN1CCC(CCN2CCCCC2)CC1.O=C1Nc2cccnc2N(C(=O)Cl)c2ccccc21>>Cl.O=C1Nc2cccnc2N(C(=O)NCCN2CCC(CCN3CCCCC3)CC2)c2ccccc21
1.7.9,1.7.7,Ic1ccc(Oc2ccccc2)cc1.O[C@H]1CN2CCC1CC2>>c1ccc(Oc2ccc(O[C@H]3CN4CCC3CC4)cc2)cc1
1.3.6,1.3.7,CC[C@H](COC)n1cc(Br)nc(Br)c1=O.COc1cc(C)c2c(c1)CCN2.Cl>>CC[C@H](COC)n1cc(Br)nc(N2CCc3cc(OC)cc(C)c32)c1=O
1.7.7,6.3.7,CO.Oc1ccccc1O>>COc1ccccc1O
1.3.7,7.1.1,CCOC(=O)c1oc(Cl)nc1C(F)(F)F.CN(C)C=O.CNC.O=C([O-])[O-].O=[N+]([O-])c1ccc(O)cc1.[K+].[K+]>>CCOC(=O)c1oc(N(C)C)nc1C(F)(F)F
8.1.4,1.7.7,O=CCCOCCCCc1ccccc1.OCC(F)(F)C(F)(F)COC/C=C/c1ccccc1>>O=CC(F)(F)C(F)(F)COC/C=C/c1ccccc1
1.7.9,10.4.2,CC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCN1.CO.C[O-].[Na+].[Na]>>COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
1.7.9,1.6.2,CCO[C@H]1Cc2ccccc2[C@H]1Nc1nc(CC)c(-c2ccc(Cl)cc2Cl)nc1CC.CCc1nc(-c2ccc(OC)cc2OC)c(CC)nc1N[C@@H]1c2ccccc2C[C@@H]1O.FCCBr>>CCc1nc(-c2ccc(OC)cc2OC)c(CC)nc1N[C@@H]1c2ccccc2C[C@@H]1OCCF
2.1.2,7.9.2,C1CCOC1.CC#CC(=O)O.CC(C)COC(=O)Cl.CN1CCOCC1.COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1N>>CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC
1.7.9,1.7.7,C1CCOC1.Cc1c(Cl)cc(C)[n+]([O-])c1Cl.Cc1cc(C)c(O)c(C)c1.[H-].[Na+]>>Cc1cc(C)c(Oc2c(C)c(Cl)cc(C)[n+]2[O-])c(C)c1
1.3.7,1.7.9,C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.CCN(C(C)C)C(C)C.CNC.Cn1cc(-c2ccncc2)c(-c2ccc(OCc3cc(Cl)c4ccccc4n3)cc2)n1.[Cs+].[F-].[I-]>>CN(C)c1cc(COc2ccc(-c3nn(C)cc3-c3ccncc3)cc2)nc2ccccc12
1.6.4,10.4.2,C1COCCO1.CC(=O)O.CC(=O)[O-].CC(C)C(=O)Cl.CC(NO)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.O.[Na+]>>CC(C)C(=O)N(O)C(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
10.1.2,8.2.1,CCc1nc2cccnc2[nH]1.ClC(Cl)Cl.N.O=C(OO)c1cccc(Cl)c1.O=P(Cl)(Cl)Cl>>CCc1nc2c(Cl)ccnc2[nH]1
1.6.2,1.6.8,CCOC(=O)c1ccnc(Br)c1.CN[C@@H]1CCCC[C@H]1NC.Cc1ccccc1.I[Cu]I.N#Cc1c[nH]c2ccccc12.O=P([O-])([O-])[O-].[K+].[K+].[K+]>>CCOC(=O)c1ccnc(-n2cc(C#N)c3ccccc32)c1
2.1.2,7.1.1,CS(C)=O.Nc1nnn[nH]1.O.O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1.O=[N+]([O-])c1ccc(O)cc1.c1c[n-]cn1>>O=C(Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)Nc1nnn[nH]1
